show_id,type,Tipo,name,Director,Elenco,country,Pais,year,clasificacion,duracion,listed_in,genero,description,Sinopsis,Plataforma
s228,Movie,Película,Fantastic Four: Rise of the Silver Surfer,Tim Story,"Ioan Gruffudd, Jessica Alba, Chris Evans, Michael Chiklis, Julian McMahon, Kerry Washington","United States, Germany, United Kingdom","Estados Unidos, Alemania, Reino Unido",2007,PG,93 min,"Action-Adventure, Family, Science Fiction","Acción-aventura, Familia, Ciencia ficción","The Fantastic Four meet The Silver Surfer, who comes to Earth to prepare it for destruction.","Los Cuatro Fantásticos conocen a Silver Surfer, quien viene a la Tierra para prepararla para la destrucción.",Disney plus
s229,TV Show,Programa de televisión,Wander Over Yonder,,"Jack McBrayer, April Winchell, Keith Ferguson, Tom Kenny","United States, Canada, Ireland","Estados Unidos, Canadá, Irlanda",2013,TV-Y7,2 Seasons,Comedy,Comedia,Best friends travel through the cosmos.,Los mejores amigos viajan por el cosmos.,Disney plus
s230,Movie,Película,Wild Hearts Can't Be Broken,Steve Miner,"Gabrielle Anwar, Michael Schoeffling, Kathleen York, Dylan Kussman, Cliff Robertson, Frank Renzulli",United States,Estados Unidos,1991,G,89 min,"Biographical, Drama","Biográfico, Drama","A runaway is determined to become a death-defying horse ""diving girl.""","Una fugitiva está decidida a convertirse en una ""niña buceadora"" que desafía a la muerte.",Disney plus
s231,Movie,Película,"Maggie Simpson in ""The Force Awakens from its Nap""",David Silverman,,,,2021,TV-PG,4 min,"Animation, Comedy, Parody","Animación, Comedia, Parodia","In a daycare far, far away… but still in Springfield, Maggie goes on a quest for her lost pacifier.","En una guardería muy, muy lejana... pero aún en Springfield, Maggie emprende la búsqueda de su chupete perdido.",Disney plus
s232,Movie,Película,Star Wars Biomes,,,,,2021,TV-G,18 min,Science Fiction,Ciencia ficción,"Fly over the surface of some of the most iconic Star Wars biomes, planets, and moons.","Vuela sobre la superficie de algunos de los biomas, planetas y lunas más emblemáticos de Star Wars.",Disney plus
s233,TV Show,Programa de televisión,Star Wars Vehicle Flythroughs,,,,,2021,TV-G,1 Season,"Anthology, Science Fiction","Antología, Ciencia ficción",Fly through some of the most iconic Star Wars ships and vehicles.,Vuela sobre algunos de los barcos y vehículos más emblemáticos de Star Wars.,Disney plus
s234,TV Show,Programa de televisión,The Bad Batch,,Dee Bradley Baker,,,2021,TV-PG,1 Season,"Action-Adventure, Animation, Science Fiction","Acción-aventura, Animación, Ciencia ficción",The Bad Batch must find their way in a rapidly changing galaxy.,Bad Batch debe encontrar su camino en una galaxia que cambia rápidamente.,Disney plus
s235,TV Show,Programa de televisión,Spider-Man,,"Christopher Daniel Barnes, Edward Asner, Linda Gray, Rodney Saulsberry, Liz Georges, Saratoga Ballantine",United States,Estados Unidos,1994,TV-Y7,5 Seasons,"Action-Adventure, Animation, Kids","Acción-aventura, Animación, Infantil",A young man with spider-like abilities fights crime while trying to have a normal personal life.,Un joven con habilidades de araña lucha contra el crimen mientras intenta tener una vida personal normal.,Disney plus
s236,Movie,Película,22 vs. Earth,Kevin Nolting,"Tina Fey, Richard Ayoade, Alice Braga",,,2021,TV-PG,9 min,"Animation, Comedy, Family","Animación, Comedia, Familia","22 refuses to go to Earth, enlisting a gang of 5 other new souls in her attempt at rebellion.",22 se niega a ir a la Tierra y recluta a una pandilla de otras cinco almas nuevas en su intento de rebelión.,Disney plus
s237,TV Show,Programa de televisión,Adventures in Wonderland,,"Patrick Richwood, Reece Holland, John Robert Hoffman, Wesley Mann, Harry Waters Jr., John Lovelady",,,1996,TV-G,1 Season,"Fantasy, Musical","Fantasía, Musicales",This Emmy award-winning series mixes music and fantasy with language and social skills.,Esta serie ganadora del premio Emmy mezcla música y fantasía con lenguaje y habilidades sociales.,Disney plus
s238,Movie,Película,Disney My Music Story SUKIMASWITCH,Kentaro Takayanagi,"Takuya Ohashi, Shintaro Tokita",,,2020,TV-PG,81 min,"Biographical, Documentary, Music","Biográfico, Documental, Música",This episode features SUKIMASWITCH. They share their thoughts on music.,Este episodio presenta a SUKIMASWITCH. Comparten sus pensamientos sobre la música.,Disney plus
s239,TV Show,Programa de televisión,DuckTales,,"David Tennant, Danny Pudi, Ben Schwartz, Bobby Moynihan, Kate Micucci, Tony Anselmo",United States,Estados Unidos,2017,TV-Y7,3 Seasons,"Action-Adventure, Animation, Comedy","Acción-aventura, Animación, Comedia",Join Scrooge and family on globe-trotting adventures!,¡Únete a Scrooge y su familia en aventuras por el mundo!,Disney plus
s240,Movie,Película,Oklahoma!,Fred Zinnemann,"Gordon MacRae, Gloria Grahame, Gene Nelson",United States,Estados Unidos,1956,TV-PG,148 min,"Musical, Romance, Western","Musical, Romance, Occidental",Two young cowboys vie with a ranch hand and peddler for the hearts of the women they love.,Dos jóvenes vaqueros compiten con un peón de rancho y un vendedor ambulante por los corazones de las mujeres que aman.,Disney plus
s241,Movie,Película,Baby's Day Out,Patrick Read Johnson,"Joe Mantegna, Lara Flynn Boyle, Joe Pantoliano, Brian Haley, Cynthia Nixon, Fred Dalton Thompson",United States,Estados Unidos,1994,PG,99 min,"Action-Adventure, Comedy, Crime","Acción-aventura, Comedia, Crimen",Three bumbling kidnappers attempt to nab the baby of a rich couple.,Tres torpes secuestradores intentan secuestrar al bebé de una pareja rica.,Disney plus
s242,Movie,Película,Being the Queen,Tom Jennings,,United States,Estados Unidos,2020,TV-14,44 min,"Biographical, Documentary","Biográfico, Documental",Being the Queen tells the story of Queen Elizabeth II from those who know her best.,Being the Queen cuenta la historia de la reina Isabel II de la mano de quienes mejor la conocen.,Disney plus
s243,TV Show,Programa de televisión,Liv and Maddie,,"Dove Cameron, Joey Bragg, Tenzing Norgay Trainor, Kali Rocha, Benjamin King",United States,Estados Unidos,2013,TV-G,4 Seasons,"Comedy, Coming of Age, Kids","Comedia, Mayoría de edad, Infantil",The series follows 15-year-old twins Liv and Maddie.,"La serie sigue a las gemelas Liv y Maddie, de 15 años.",Disney plus
s244,TV Show,Programa de televisión,Secrets of the Whales,,"Sigourney Weaver, James Cameron, Brian Skerry",,,2021,TV-PG,1 Season,"Animals & Nature, Docuseries","Animales y Naturaleza, Docuseries",Secrets of the Whales reveals the mysterious and beautiful world of whales.,Secretos de las Ballenas revela el misterioso y hermoso mundo de las ballenas.,Disney plus
s245,TV Show,Programa de televisión,Big Shot,,"John Stamos, Jessalyn Gilsig, Yvette Nicole Brown, Richard Robichaux, Sophia Mitri Schloss, Nell Verlaque",,,2021,TV-PG,1 Season,"Comedy, Drama, Sports","Comedia, Drama, Deportes","After being ousted from NCAA, a men’s basketball coach takes a job at an elite private high school.","Después de ser expulsado de la NCAA, un entrenador de baloncesto masculino consigue un trabajo en una escuela secundaria privada de élite.",Disney plus
s246,TV Show,Programa de televisión,Earth Moods,,,,,2021,TV-G,1 Season,"Animals & Nature, Anthology","Animales y Naturaleza, Antología",Relax and reset as you journey around the world with Earth Moods.,Relájate y reiníciate mientras viajas por el mundo con Earth Moods.,Disney plus
s247,TV Show,Programa de televisión,Primal Survivor,,Hazen Audel,United States,Estados Unidos,2014,TV-PG,5 Seasons,"Docuseries, Reality, Survival","Docuseries, Realidad, Supervivencia",Hazen Audel relives his most thrilling moments and reveals what it takes to become Primal Survivor.,Hazen Audel revive sus momentos más emocionantes y revela lo que se necesita para convertirse en Primal Survivor.,Disney plus
s248,Movie,Película,Rio,Carlos Saldanha,"Anne Hathaway, Jesse Eisenberg, will.i.am , Jamie Foxx, George Lopez, Tracy Morgan","United States, Brazil","Estados Unidos, Brasil",2011,G,99 min,"Action-Adventure, Animation, Comedy","Acción-aventura, Animación, Comedia","Blu, a rare macaw leaves his home in small town Minnesota and heads to Rio to help save his species.","Blu, un raro guacamayo, deja su hogar en un pequeño pueblo de Minnesota y se dirige a Río para ayudar a salvar su especie.",Disney plus
s249,Movie,Película,The Kid Who Would Be King,Joe Cornish,"Louis Ashbourne Serkis, Tom Taylor, Rebecca Ferguson, Patrick Stewart, Denise Gough, Dean Chaumoo","United Kingdom, United States","Reino Unido, Estados Unidos",2019,PG,121 min,"Action-Adventure, Coming of Age, Family","Acción y aventura, Mayoría de edad, Familia","When a kid discovers the legendary sword, Excalibur, he and his friends join Merlin to fight evil!","Cuando un niño descubre la espada legendaria, Excalibur, ¡él y sus amigos se unen a Merlín para luchar contra el mal!",Disney plus
s250,Movie,Película,Treasure Buddies,Robert Vince,"Richard Riehle, Mason Cook, Adam Alexi-Malle, Lochlyn Munro, Mo Gallini, Christopher Maleki","United States, Canada","Estados Unidos, Canadá",2012,G,96 min,"Action-Adventure, Comedy, Kids","Acción-aventura, Comedia, Infantil",Travel across the globe on a treasure hunt with the adorable thrill-seeking Buddies.,"Viaja por todo el mundo en una búsqueda del tesoro con los adorables Buddies, que buscan emociones fuertes.",Disney plus
s251,Movie,Película,White Fang 2: Myth of the White Wolf,Ken Olin,"Scott Bairstow, Charmaine Craig, Alfred Molina, Geoffrey Lewis, Al Harrington, Anthony Michael Ruivivar",United States,Estados Unidos,1994,PG,106 min,"Action-Adventure, Animals & Nature, Drama","Acción-Aventura, Animales y Naturaleza, Drama",A dog-wolf stops miners from destroying a sacred land.,Un perro lobo impide que los mineros destruyan una tierra sagrada.,Disney plus
s252,Movie,Película,Cesar Millan: The Real Story,Doug Shultz,Cesar Millan,United States,Estados Unidos,2012,TV-PG,45 min,"Biographical, Documentary","Biográfico, Documental",Follow Cesar Millan's incredible rise from impoverished illegal immigrant to celebrity dog trainer.,Siga el increíble ascenso de César Millán de inmigrante ilegal empobrecido a entrenador de perros famoso.,Disney plus
s253,TV Show,Programa de televisión,Future-Worm!,,"Andy Milonakis, James Adomian, Corey Burton, Melanie Lynskey, Ryan Quincy, Neil deGrasse Tyson",United States,Estados Unidos,2016,TV-Y7,1 Season,"Family, Kids","Familia, Niños","One boy, one worm... these are their adventures!","Un niño, un gusano... ¡estas son sus aventuras!",Disney plus
s254,TV Show,Programa de televisión,Kick Buttowski: Suburban Daredevil,,"Charlie Schlatter, Matt Jones, Danny Cooksey",United States,Estados Unidos,2010,TV-Y7,2 Seasons,"Action-Adventure, Animation","Acción-Aventura, Animación",Kick Buttowski is an extraordinary kid determined to become the worlds greatest daredevil.,Kick Buttowski es un niño extraordinario decidido a convertirse en el mayor temerario del mundo.,Disney plus
s255,Movie,Película,Man of the House,James Orr,"Chevy Chase, Farrah Fawcett, Jonathan Taylor Thomas, George Wendt",United States,Estados Unidos,1995,PG,97 min,"Comedy, Coming of Age, Crime","Comedia, Mayoría de edad, Crimen",A man joins the YMCA to impress the son of the woman of his dreams.,Un hombre se une a la YMCA para impresionar al hijo de la mujer de sus sueños.,Disney plus
s256,Movie,Película,Mark Twain and Me,Daniel Petrie,"Jason Robards, Talia Shire, R.H. Thomson, Fiona Reid, Chris Wiggins, Amy Stewart","Canada, United States","Canadá, Estados Unidos",1991,TV-PG,93 min,"Biographical, Coming of Age, Drama","Biográfico, Mayoría de edad, Drama","A shy 11 -year- old is thrilled to meet Mark Twain, the man she most admires in all the world.","Una tímida niña de 11 años está encantada de conocer a Mark Twain, el hombre que más admira en todo el mundo.",Disney plus
s257,Movie,Película,Squanto: A Warrior's Tale,Xavier Koller,"Adam Beach, Eric Schweig, Michael Gambon, Nathaniel Parker, Alex Norton, Sheldon Peters Wolfchild","United States, Canada","Estados Unidos, Canadá",1994,PG,102 min,"Action-Adventure, Biographical, Drama","Acción-aventura, Biográfico, Drama",A vivid true story of one man's unquenchable thirst for independence.,Una vívida historia real de la insaciable sed de independencia de un hombre.,Disney plus
s258,Movie,Película,Caravan of Courage: An Ewok Adventure,John Korty,"Eric Walker, Warwick Davis, Fionnula Flanagan, Guy Boyd, Aubree Miller, Daniel Frishman",,,1984,TV-PG,97 min,"Action-Adventure, Fantasy, Science Fiction","Acción-aventura, Fantasía, Ciencia ficción","After Cindel and Mace are separated from their parents, courageous Ewoks aid in reuniting them.","Después de que Cindel y Mace se separan de sus padres, los valientes Ewoks ayudan a reunirlos.",Disney plus
s259,Movie,Película,Ewoks: The Battle for Endor,"Jim Wheat, Ken Wheat","Wilford Brimley, Warwick Davis, Aubree Miller, Siân Phillips, Carel Struycken, Niki Botelho",United States,Estados Unidos,1985,TV-PG,97 min,"Action-Adventure, Fantasy, Science Fiction","Acción-aventura, Fantasía, Ciencia ficción",The adventures of the Ewoks continue as Wicket and friends confront the evil Marauders.,Las aventuras de los Ewoks continúan mientras Wicket y sus amigos se enfrentan a los malvados Merodeadores.,Disney plus
s260,TV Show,Programa de televisión,Higglytown Heroes,,"Frankie Ryan Manriquez, Taylor Masamitsu, Liliana Mumy, Rory Thost, Edie McClurg","United States, South Korea","Estados Unidos, Corea del Sur",2004,TV-Y,2 Seasons,"Animation, Kids, Musical","Animación, Infantil, Musical","You're invited to meet the heroes all around you, since everyone's a hero in their own way!","¡Estás invitado a conocer a los héroes que te rodean, ya que cada uno es un héroe a su manera!",Disney plus
s261,Movie,Película,Island at the Top of the World,Robert Stevenson,"David Hartman, Donald Sinden, Jacques Marin, Mako , David Gwillim, Agneta Eckemyr",United States,Estados Unidos,1974,G,94 min,"Action-Adventure, Fantasy, Survival","Acción-aventura, Fantasía, Supervivencia",A man commissions an airship and crew to search for his missing son.,Un hombre encarga una aeronave y una tripulación para buscar a su hijo desaparecido.,Disney plus
s262,TV Show,Programa de televisión,Made in a Day,,Craig Whitney,United States,Estados Unidos,2020,TV-PG,1 Season,Reality,Realidad,This is the story of how today’s biggest brands are made today.,Esta es la historia de cómo se fabrican las marcas más importantes de la actualidad.,Disney plus
s263,Movie,Película,Night at the Museum,Shawn Levy,"Ben Stiller, Carla Gugino, Dick Van Dyke, Mickey Rooney, Bill Cobbs, Jake Cherry","United States, United Kingdom","Estados Unidos, Reino Unido",2006,PG,109 min,"Action-Adventure, Comedy, Family","Acción-aventura, Comedia, Familia",A new guard at the Natural History Museum finds that when visitors leave the exhibits come to life.,"Un nuevo guardia del Museo de Historia Natural descubre que cuando los visitantes se van, las exhibiciones cobran vida.",Disney plus
s264,TV Show,Programa de televisión,Secrets Of The Zoo,,Mocean Melvin,,,2017,TV-PG,4 Seasons,"Animals & Nature, Docuseries, Family","Animales y Naturaleza, Docuseries, Familia",Go behind the scenes at The Columbus Zoo and Aquarium.,Vaya detrás de escena en el Zoológico y Acuario de Columbus.,Disney plus
