show_id,Tipo,type,name,título,Pais,country,year,clasificacion,duracion,duration,genero,listed_in,description,Sinopsis,Plataforma
s478,programa de televisión,TV Show,Home to Win,Casa para ganar,#VALUE!,,2016,TV-PG,4 estaciones,4 Seasons,"Estilo de vida y cultura, Realidad","Lifestyle & Culture, Reality","Home To Win: Home For the Holidays is the fourth season of the Canadian-original series that offers viewers the opportunity to compete to win their very own home. HGTV Canada’s top builders, real estate experts, and designers bring their extraordinary skill, creativity and reno know-how to completely restore this season’s property; an aging Victorian home in dire need of a modern makeover. New this year, the renovations and competition will be holiday themed, with the home rewarded in time for the holiday season.","Home To Win: Home For the Holidays es la cuarta temporada de la serie original canadiense que ofrece a los espectadores la oportunidad de competir para ganar su propia casa. Los principales constructores, expertos en bienes raíces y diseñadores de HGTV Canadá aportan su extraordinaria habilidad, creatividad y conocimientos de renovación para restaurar completamente la propiedad de esta temporada; una casa victoriana envejecida que necesita urgentemente una renovación moderna. Como novedad este año, las renovaciones y la competencia tendrán un tema navideño y la casa será recompensada a tiempo para la temporada navideña.",Hulu
s479,programa de televisión,TV Show,Love & Service: The Carter Story,Amor y servicio: la historia de Carter,#VALUE!,,2021,,1 temporada,1 Season,Noticias,News,"They've laughed, cried and danced together for most of their lives. Now, in a rare interview former President Jimmy Carter and his wife Rosalynn share their 75th wedding anniversary with the world.","Han reído, llorado y bailado juntos durante la mayor parte de sus vidas. Ahora, en una rara entrevista, el ex presidente Jimmy Carter y su esposa Rosalynn comparten su 75º aniversario de bodas con el mundo.",Hulu
s480,Película,Movie,Dreamcatcher,Atrapasueños,#VALUE!,,2021,,108 minutos,108 min,"Terror, Suspense","Horror, Thriller","The film centers on two estranged sisters who, along with their friends, become entrenched in a 48 hour whirlwind of violence after a traumatic experience at an underground music festival.","La película se centra en dos hermanas separadas que, junto con sus amigos, quedan atrapadas en un torbellino de violencia de 48 horas después de una experiencia traumática en un festival de música clandestino.",Hulu
s481,programa de televisión,TV Show,Flower of Evil,Flor del mal,#VALUE!,,2020,,1 temporada,1 Season,"Drama, Terror, Internacional","Drama, Horror, International",A man hides his cruel past and changes his identity while his detective wife tracks down his past.,Un hombre oculta su cruel pasado y cambia su identidad mientras su esposa detective rastrea su pasado.,Hulu
s482,programa de televisión,TV Show,How a Realist Hero Rebuilt the Kingdom,Cómo un héroe realista reconstruyó el reino,#VALUE!,,2021,,1 temporada,1 Season,"Animé, Internacional","Anime, International","Suddenly summoned to a fantasy world and betrothed to the princess, Kazuya Souma is crowned the new king. Unlike the royalty before him, he won’t be using swords and magic to rule; will administrative reform really get this kingdom back on track?","De repente convocado a un mundo de fantasía y comprometido con la princesa, Kazuya Souma es coronado como nuevo rey. A diferencia de la realeza anterior a él, no usará espadas ni magia para gobernar; ¿Conseguirá realmente la reforma administrativa que este reino vuelva a encarrilarse?",Hulu
s483,programa de televisión,TV Show,I'll Go to You When the Weather is Nice,Iré contigo cuando haga buen tiempo,#VALUE!,,2020,,1 temporada,1 Season,"Drama, Internacional, Romance","Drama, International, Romance","Cellist Hae Won (Park Min Young) is warm-hearted but has closed the door to love after a number of unhappy experiences. She lives in the capital but has grown tired of big city life – so one day decides to return to her hometown, a small village in the countryside, far away from the hustle and bustle of Seoul. Returning to the countryside helps her regain some inner peace, but when she meets small, independent bookstore owner Eun Seop (Seo Kang Joon), her life – and outlook on love – begin to change bit by bit. Eun Seop lives his life at a much slower pace than most of the people Hae Won knew in Seoul. Little by little, the two find themselves attracted to one another... Will Hae Won find room for a little intimacy in her life? Can she learn to trust Eun Seop? And can the pair find love in the idyllic South Korean countryside? “I'll Go to You When the Weather Is Nice” is a 2020 Viki Original drama series directed by Han Ji Seung.","El violonchelista Hae Won (Park Min Young) tiene un buen corazón pero ha cerrado la puerta al amor después de una serie de experiencias infelices. Vive en la capital pero se ha cansado de la vida en la gran ciudad, por lo que un día decide regresar a su ciudad natal, un pequeño pueblo en el campo, lejos del ajetreo y el bullicio de Seúl. Regresar al campo la ayuda a recuperar algo de paz interior, pero cuando conoce al dueño de una pequeña librería independiente, Eun Seop (Seo Kang Joon), su vida (y su visión del amor) comienzan a cambiar poco a poco. Eun Seop vive su vida a un ritmo mucho más lento que la mayoría de las personas que Hae Won conocía en Seúl. Poco a poco, los dos se sienten atraídos el uno por el otro... ¿Hae Won encontrará espacio para un poco de intimidad en su vida? ¿Podrá aprender a confiar en Eun Seop? ¿Podrá la pareja encontrar el amor en la idílica campiña de Corea del Sur? “Iré contigo cuando haga buen tiempo” es una serie dramática original de Viki del 2020 dirigida por Han Ji Seung.",Hulu
s484,programa de televisión,TV Show,More Than Friends,Más que amigos,#VALUE!,,2020,,1 temporada,1 Season,"Comedia, Romance","Comedy, Romance","Ten years ago, Kyung Woo Yeon (Shin Ye Eun) was as innocent and carefree as any eighteen year old might be. With dreams and ambitions and a heart ready to love, it was only a matter of time before she fell for someone. And fall she did; for her friend, Lee Soo (Ong Seong Wu). Little did she know that at the time, Lee Soo also had a crush on her. Unfortunately a simple misunderstanding kept them from confessing their feelings. A decade later, Woo Yeon still harbors a crush on Lee Soo. Working as a calligrapher, she still keeps in touch with her friend, but has never confessed her feelings for him. Oddly enough, the same could be said for Lee Soo, who is now working as a professional photographer. Though the two have taken turns having a crush on each other for over ten years, misunderstandings and missed timings have continued to keep them from becoming anything more than friends. With feelings ten years in the making, Woo Yeon and Lee Soo begin to realize their feelings for each other are becoming too strong to keep hidden. Has the time for their confessions finally come or will yet another misunderstanding keep them apart? “More Than Friends” is a 2020 romantic comedy drama directed by Choi Sung Bum.","Hace diez años, Kyung Woo Yeon (Shin Ye Eun) era tan inocente y despreocupada como podría serlo cualquier joven de dieciocho años. Con sueños, ambiciones y un corazón dispuesto a amar, era sólo cuestión de tiempo antes de que se enamorara de alguien. Y ella cayó; para su amiga, Lee Soo (Ong Seong Wu). No sabía que en ese momento Lee Soo también estaba enamorado de ella. Lamentablemente, un simple malentendido les impidió confesar sus sentimientos. Una década después, Woo Yeon todavía está enamorado de Lee Soo. Trabaja como calígrafa y todavía mantiene el contacto con su amigo, pero nunca le ha confesado sus sentimientos. Por extraño que parezca, lo mismo podría decirse de Lee Soo, quien ahora trabaja como fotógrafo profesional. Aunque los dos se han turnado para enamorarse durante más de diez años, los malentendidos y los momentos perdidos han impedido que se conviertan en algo más que amigos. Con sentimientos que llevan diez años desarrollándose, Woo Yeon y Lee Soo comienzan a darse cuenta de que sus sentimientos mutuos se están volviendo demasiado fuertes como para mantenerlos ocultos. ¿Ha llegado finalmente el momento de sus confesiones o otro malentendido los separará? “More Than Friends” es una comedia dramática romántica del 2020 dirigida por Choi Sung Bum.",Hulu
s485,Película,Movie,Bill & Ted Face the Music,Bill y Ted se enfrentan a la música,#VALUE!,,2020,PG-13,92 minutos,92 min,"Aventura, Comedia","Adventure, Comedy","Now middle-aged dads, Bill and Ted have been trying to crank out a hit song and fulfill their destiny for decades. They decide to travel into the future and steal it from their older selves.","Bill y Ted, ahora padres de mediana edad, han estado intentando sacar una canción exitosa y cumplir su destino durante décadas. Deciden viajar al futuro y robárselo a sus seres mayores.",Hulu
s486,Película,Movie,Born a Champion,Nacido campeón,#VALUE!,,2021,R,112 minutos,112 min,"Acción, Drama","Action, Drama",Dennis Quaid and Sean Patrick Flanery headline this powerful underdog story about a beaten jujitsu fighter who gets a second shot at glory when a rematch with his foe is declared.,Dennis Quaid y Sean Patrick Flanery encabezan esta poderosa historia sobre un luchador de jiujitsu derrotado que tiene una segunda oportunidad de alcanzar la gloria cuando se declara una revancha con su enemigo.,Hulu
s487,Película,Movie,Dark Web: Cicada 3301,Web Oscura: Cigarra 3301,#VALUE!,,2021,R,105 minutos,105 min,"Acción, Aventura, Comedia","Action, Adventure, Comedy","When hacker Connor and his friends discover a mysterious online treasure hunt, the trio must elude aggressive NSA agents as they race to find the clues and claim the prize.","Cuando el hacker Connor y sus amigos descubren una misteriosa búsqueda del tesoro en línea, el trío debe eludir a los agresivos agentes de la NSA mientras corren para encontrar las pistas y reclamar el premio.",Hulu
s488,Película,Movie,Fear of Rain,Miedo a la lluvia,#VALUE!,,2021,PG-13,109 minutos,109 min,"Drama, Suspense","Drama, Thriller","FEAR OF RAIN dives into the terrifying inner workings of a young woman (Madison Iseman) who desperately wants to believe the world that she sees and feels is real…but instead she is forced to question everything, and everyone, around her.","FEAR OF RAIN se sumerge en el aterrador funcionamiento interno de una joven (Madison Iseman) que desesperadamente quiere creer que el mundo que ve y siente es real... pero en cambio se ve obligada a cuestionar todo, y a todos, a su alrededor.",Hulu
s489,Película,Movie,Silk Road,Ruta de la Seda,#VALUE!,,2021,R,117 minutos,117 min,"Crimen, Drama, Suspense","Crime, Drama, Thriller","Ross Ulbricht (Nick Robinson) launches the website Silk Road, a completely anonymous drug market, catching the focus of disgraced DEA agent Rick Bowden (Jason Clarke). As their private lives erode, they are trapped in an elaborate game of cat-and-mouse.","Ross Ulbricht (Nick Robinson) lanza el sitio web Silk Road, un mercado de drogas completamente anónimo, captando la atención del caído en desgracia agente de la DEA Rick Bowden (Jason Clarke). A medida que sus vidas privadas se erosionan, quedan atrapados en un elaborado juego del gato y el ratón.",Hulu
